Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,SubID,positive:negative,active:calm,controlled:in control,calm:stressed,bored:enthusiastic,carefree:worried,happy:unhappy,dissatisfied:satisfied,nervous:calm,relaxed:tense,tired:alert,energetic:listless / limp,pleased:annoyed,confident:unconfident,impression,relaxed.,dull.,judge,succeed,tense.,worried,feel,in control,reflecting,attention,thinking deeply,energetic.,happened to me,how other people might perform,something  happened earlier, the task will be too difficult, hard to concentrate,personal concerns,confident,examining motives.,I can handle,dealt with similar tasks in the past,reflecting on my reasons for doing the task,motivated to try hard,Q48 -  things important to me,uneasy.,tired.,cannot deal with effectively,bored,positive:negative,active:calm,controlled:in control,positive:negative,active:calm,controlled:in control,positive:negative,active:calm,controlled:in control,positive:negative,active:calm,controlled:in control,calm:stressed,bored:enthusiastic,carefree:worried,happy:unhappy,dissatisfied:satisfied,nervous:calm,relaxed:tense,tired:alert,energetic:listless / limp,pleased:annoyed,confident:unconfident,impression,relaxed.,dull.,judge,succeed,tense.,worried,feel,in control,reflecting,attention,thinking deeply,energetic.,happened to me,how other people might perform,something  happened earlier, the task will be too difficult, hard to concentrate,personal concerns,confident,examining motives,I can handle,dealt with similar tasks in the past,reflecting on my reasons,motivated to try hard,things important to me,uneasy,tired,cannot deal with effectively,bored,give direction,poor memory,judging distance,good sod,cardinal direction,get lost,enjoy reading maps,trouble read maps,very good reading aps,don't remember routes as car passenger,don't enjoy giving direction,not important to know where I am,let else do navigation,good at remembering new route,not good mental map,Level 2 Crowdedness,Level 3 Crowdedness,Crowd Avoidance,How relaxed,How stressed,Age,Gender,Height,Field of study,semester,End
12/2/19 23:03,12/2/19 23:52,IP Address,137.132.22.253,100,2913,TRUE,12/2/19 23:52,R_UJTOupfGtC7GBSp,,,,,1.292892456,103.8547058,anonymous,EN,23,5,5,5,3,5,2,3,6,5,2,5,4,3,4,3,Definitely true  4,1,Neither true nor false  2,3,1,1,3,Neither true nor false  2,3,3,Definitely true  4,Neither true nor false  2,3,3,Definitely true  4,1,Neither true nor false  2,Neither true nor false  2,3,3,3,1,Definitely false0,3,Neither true nor false  2,1,1,1,1,3,3,5,4,3,4,3,4,3,2,2,7,5,5,6,5,6,5,5,3,3,3,3,Neither true nor false  2,Neither true nor false  2,1,1,Neither true nor false  2,3,Definitely false0,3,3,3,Definitely true  4,3,3,1,3,3,Neither true nor false  2,3,3,3,Definitely true  4,1,Neither true nor false  2,3,3,3,1,Neither true nor false  2,Definitely false0,Definitely false0,4,6,2,2,5,6,1 (Strongly Agree),6,2,2,4,6,7 (Strongly Disagree),3,6,39,67,2,3,4,20,Male,172cm,Biology,Year 3 sem 2,
13/2/19 0:27,13/2/19 1:57,IP Address,137.132.22.253,100,5449,TRUE,13/2/19 1:58,R_1MYx0mgIg0Wbn36,,,,,1.292892456,103.8547058,anonymous,EN,71,4,5,5,5,6,5,4,5,3,5,6,3,2,3,Neither true nor false  2,1,Definitely false0,3,3,3,3,3,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,3,Definitely false0,Neither true nor false  2,Definitely false0,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,3,Neither true nor false  2,Definitely false0,Neither true nor false  2,3,Neither true nor false  2,Neither true nor false  2,1,Neither true nor false  2,Definitely false0,3,1,5,3,3,7,2,2,8,2,2,8,2,6,2,2,6,6,2,2,6,1,1,1,3,1,1,3,1,1,3,3,3,3,Neither true nor false  2,1,Definitely false0,3,Definitely false0,3,1,Neither true nor false  2,Definitely true  4,3,1,Definitely false0,Neither true nor false  2,3,Neither true nor false  2,1,3,Definitely false0,Definitely false0,6,3,6,6,7 (Strongly Disagree),3,2,2,6,2,2,4,2,6,4,75,54,8,8,4,28,Male,160,STUDENT/CIVIL ENGINEERING ,1st,
13/2/19 18:23,13/2/19 19:28,IP Address,137.132.22.253,100,3900,TRUE,13/2/19 19:28,R_2SADjChyJYo5esP,,,,,1.292892456,103.8547058,anonymous,EN,40,3,9,7,2,5,2,3,5,5,2,4,2,2,2,3,3,1,1,Definitely true  4,Neither true nor false  2,1,1,3,Definitely true  4,3,Definitely true  4,3,3,3,3,3,3,3,3,3,3,3,3,Definitely true  4,3,1,1,1,1,3,5,7,2,3,7,3,6,9,2,2,9,2,6,2,2,6,6,4,1,4,2,2,3,Neither true nor false  2,3,3,Neither true nor false  2,3,3,Definitely true  4,Neither true nor false  2,3,3,3,Neither true nor false  2,3,3,Neither true nor false  2,Neither true nor false  2,3,3,Neither true nor false  2,3,3,3,Neither true nor false  2,3,3,1,1,1,1,5,2,5,7 (Strongly Disagree),6,2,6,2,6,1 (Strongly Agree),2,1 (Strongly Agree),2,6,1 (Strongly Agree),77,41,2,7,5,22,Male,176,Student ,Semester 2 year 3,
13/2/19 19:42,13/2/19 20:49,IP Address,137.132.22.253,100,3993,TRUE,13/2/19 20:49,R_21tfrSeFwQHBCJA,,,,,1.292892456,103.8547058,anonymous,EN,27,2,8,8,2,5,2,3,5,6,2,4,4,4,2,Neither true nor false  2,3,1,1,3,1,1,1,3,Definitely false0,3,Definitely false0,Neither true nor false  2,Definitely false0,Definitely false0,Definitely false0,1,Definitely false0,Definitely false0,3,Definitely false0,3,Definitely false0,Definitely false0,3,Definitely false0,Definitely false0,1,Definitely false0,Definitely false0,2,7,8,2,8,8,2,7,8,2,8,8,2,6,2,2,6,6,2,4,2,2,2,Definitely false0,3,Definitely false0,Definitely false0,Definitely true  4,Definitely false0,Definitely false0,Definitely false0,3,Definitely false0,Definitely false0,Definitely false0,3,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely true  4,Definitely false0,3,Definitely false0,Definitely false0,3,Definitely false0,Definitely false0,Neither true nor false  2,Definitely false0,Definitely false0,6,5,6,6,6,3,7 (Strongly Disagree),2,7 (Strongly Disagree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),1 (Strongly Agree),4,2,48,61,2,9,0,21,Female,1m55cm,Psychology and Life Sciences,Year 2 Sem 2,
14/2/19 0:25,14/2/19 1:22,IP Address,137.132.22.253,100,3400,TRUE,14/2/19 1:22,R_1NERnwiQGcu8uCF,,,,,1.292892456,103.8547058,anonymous,EN,61,4,6,7,2,5,3,4,4,6,5,5,4,4,4,Definitely false0,3,Neither true nor false  2,1,Neither true nor false  2,1,1,Definitely false0,3,3,3,Definitely false0,Neither true nor false  2,Definitely false0,Definitely false0,Definitely false0,Definitely false0,1,Definitely false0,Neither true nor false  2,Definitely false0,3,3,Definitely false0,Neither true nor false  2,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,4,4,7,4,5,7,3,5,8,2,5,8,2,5,3,4,5,6,3,5,3,4,4,Neither true nor false  2,1,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,1,1,3,Neither true nor false  2,3,1,Neither true nor false  2,1,1,1,1,1,1,3,1,Neither true nor false  2,1,1,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,3,3,3,5,5,4,5,4,5,5,5,5,3,5,62,17,3,6,1,23,Male,171 cm,Mechanical engineering student ,4,
14/2/19 18:25,14/2/19 19:34,IP Address,137.132.22.253,100,4136,TRUE,14/2/19 19:34,R_AaMTJt0CJte7tjb,,,,,1.292892456,103.8547058,anonymous,EN,18,4,7,7,2,6,2,4,4,5,3,2,5,3,5,3,1,1,3,3,3,Neither true nor false  2,1,Neither true nor false  2,Definitely false0,3,Definitely false0,1,Definitely false0,Definitely false0,Definitely false0,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,Definitely false0,3,Definitely false0,Definitely false0,1,Neither true nor false  2,3,3,Neither true nor false  2,1,5,3,6,3,3,7,5,6,7,6,7,7,6,5,4,4,6,3,6,5,5,4,4,1,1,Definitely false0,3,3,3,1,Definitely false0,3,Definitely false0,3,Definitely false0,1,Definitely false0,Definitely false0,Definitely false0,1,Definitely false0,1,Neither true nor false  2,Definitely false0,Neither true nor false  2,1,1,3,Definitely false0,3,3,1,Definitely false0,6,3,6,6,7 (Strongly Disagree),2,7 (Strongly Disagree),3,7 (Strongly Disagree),2,1 (Strongly Agree),7 (Strongly Disagree),2,5,2,83,27,9,5,6,23,Female,156,Student/ food science,Sem2,
14/2/19 19:52,14/2/19 21:16,IP Address,137.132.22.253,100,5055,TRUE,14/2/19 21:16,R_2thQwYbI841QgVs,,,,,1.292892456,103.8547058,anonymous,EN,33,4,7,5,4,4,4,5,4,4,4,3,4,4,4,Definitely true  4,Neither true nor false  2,Neither true nor false  2,3,3,Neither true nor false  2,3,3,Neither true nor false  2,Neither true nor false  2,3,3,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,3,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,1,5,7,5,6,5,4,7,5,4,8,5,3,6,3,6,6,4,2,6,2,4,4,4,Definitely true  4,Definitely false0,Neither true nor false  2,Neither true nor false  2,3,3,3,Neither true nor false  2,Definitely false0,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,1,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,3,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,3,3,Neither true nor false  2,Neither true nor false  2,6,2,4,4,7 (Strongly Disagree),4,7 (Strongly Disagree),3,5,1 (Strongly Agree),2,4,1 (Strongly Agree),3,4,58,53,8,4,4,22,Female,1.52m,Student/business accountancy,Year 3 sem 2,
14/2/19 21:21,14/2/19 23:54,IP Address,137.132.22.253,100,9205,TRUE,14/2/19 23:54,R_2Yn5ujWWrvcnZ5g,,,,,1.292892456,103.8547058,anonymous,EN,26,3,6,6,4,5,4,3,4,3,5,3,4,4,2,Neither true nor false  2,3,1,3,3,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,Neither true nor false  2,3,Neither true nor false  2,Neither true nor false  2,1,3,1,3,Neither true nor false  2,1,3,3,3,3,3,3,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,7,7,2,8,8,2,8,8,2,8,8,2,6,2,2,6,6,2,5,3,2,2,Neither true nor false  2,3,1,3,3,1,3,3,3,Neither true nor false  2,3,Neither true nor false  2,3,1,3,Neither true nor false  2,1,1,Neither true nor false  2,3,1,Neither true nor false  2,3,Neither true nor false  2,3,Neither true nor false  2,1,1,1,1,2,4,4,2,6,3,5,3,5,6,5,5,5,2,5,83,9,8,7,3,21,Female,1m 55cm,Applied Mathematics ,Year 2 semester 2,
15/2/19 0:29,15/2/19 1:27,IP Address,137.132.22.253,100,3460,TRUE,15/2/19 1:27,R_2B3T8rOHit0nOAQ,,,,,1.292892456,103.8547058,anonymous,EN,37,4,7,7,2,2,3,2,5,5,2,3,4,3,3,3,Neither true nor false  2,3,1,3,1,Neither true nor false  2,3,3,3,3,Neither true nor false  2,Neither true nor false  2,Neither true nor false  2,3,3,1,3,3,Neither true nor false  2,Neither true nor false  2,3,3,Neither true nor false  2,3,3,1,Neither true nor false  2,1,3,5,3,6,3,3,3,3,8,8,2,8,9,3,6,4,4,5,5,5,3,2,3,4,3,1,Neither true nor false  2,Neither true nor false  2,Definitely true  4,1,3,Neither true nor false  2,3,Neither true nor false  2,3,1,3,Neither true nor false  2,Definitely true  4,Neither true nor false  2,3,1,3,3,Neither true nor false  2,3,1,1,3,Neither true nor false  2,1,Neither true nor false  2,1,1,3,6,4,2,6,6,6,6,6,3,3,6,7 (Strongly Disagree),1 (Strongly Agree),6,30,79,1,4,3,20,Female,1.57,Student,Y2,
17/2/19 18:17,17/2/19 20:46,IP Address,137.132.22.253,100,8951,TRUE,17/2/19 20:46,R_32JHpSMMor0PmbN,,,,,1.292892456,103.8547058,anonymous,EN,10,3,7,6,3,5,5,3,5,5,4,5,3,3,3,3,3,1,1,3,1,3,Definitely false0,3,3,3,1,3,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,Definitely false0,3,Definitely false0,3,Definitely false0,1,3,3,Neither true nor false  2,1,Definitely false0,1,3,7,7,3,7,6,3,5,8,3,3,9,6,5,6,5,3,3,6,2,5,4,5,1,Definitely false0,3,Definitely false0,3,3,Neither true nor false  2,Definitely false0,3,3,3,3,Definitely false0,Definitely false0,1,Definitely false0,Definitely false0,Neither true nor false  2,Definitely false0,3,3,3,3,3,3,3,3,Definitely true  4,3,1,2,3,2,1 (Strongly Agree),6,7 (Strongly Disagree),3,7 (Strongly Disagree),3,7 (Strongly Disagree),7 (Strongly Disagree),7 (Strongly Disagree),7 (Strongly Disagree),2,7 (Strongly Disagree),78,36,7,4,4,20,Female,"1m, 68cm",Environmental studies ,Sem 2,
17/2/19 22:30,17/2/19 23:58,IP Address,137.132.22.253,100,5307,TRUE,17/2/19 23:58,R_25TxktCkJNCD8rM,,,,,1.292892456,103.8547058,anonymous,EN,22,6,5,7,5,6,4,3,5,3,5,6,3,3,5,Neither true nor false  2,1,1,Neither true nor false  2,Neither true nor false  2,3,3,3,3,Neither true nor false  2,Definitely true  4,3,Definitely true  4,Neither true nor false  2,1,1,3,Neither true nor false  2,3,1,1,Neither true nor false  2,3,1,3,Neither true nor false  2,1,1,1,Definitely false0,3,3,6,2,3,8,2,3,8,1,4,8,2,6,2,2,6,7,1,5,3,1,2,1,3,Definitely false0,1,3,1,1,3,3,Neither true nor false  2,Definitely true  4,Neither true nor false  2,3,1,3,Neither true nor false  2,3,Definitely false0,1,Definitely true  4,Neither true nor false  2,3,1,Neither true nor false  2,3,3,1,1,1,Definitely false0,6,5,7 (Strongly Disagree),6,7 (Strongly Disagree),2,3,3,4,1 (Strongly Agree),2,3,1 (Strongly Agree),4,2,60,41,8,6,4,23,Female,164,Student,8,
